"","pred.ind","pred.var","avg.rank","avg.pval","country.count"
"699","IC.CRD.PUBL.ZS","Public credit registry coverage (% of adults)",357.255555555556,0.363160349212208,90
"837","IC.TAX.DURS","Time to prepare and pay taxes (hours)",386.132231404959,0.363448049656319,121
"655","BN.KLT.PTXL.CD","Portfolio investment, excluding LCFAR (BoP, current US$)",384.419847328244,0.364020221872553,131
"240","AG.CON.FERT.PT.ZS","Fertilizer consumption (% of fertilizer production)",395.74358974359,0.364086146231215,78
"864","BM.GSR.TRVL.ZS","Travel services (% of service imports, BoP)",371.909395973154,0.364153539661115,149
"291","SI.POV.GINI","GINI index",414.541666666667,0.364607796528795,24
"537","DC.DAC.GRCL.CD","Net bilateral aid flows from DAC donors, Greece (current US$)",374.980769230769,0.36490758828776,52
"860","BM.GSR.TRAN.ZS","Transport services (% of service imports, BoP)",382.493243243243,0.365392156354776,148
"830","IC.WRH.DURS","Time required to build a warehouse (days)",384.649572649573,0.366731823003414,117
"791","CM.MKT.TRNR","Stocks traded, turnover ratio (%)",407.712328767123,0.367253943642068,73
"525","DT.TDS.MLAT.CD","Multilateral debt service (TDS, current US$)",350.240909090909,0.367716351662871,110
"136","IC.EXP.COST.CD","Cost to export (US$ per container)",383.207317073171,0.369078300841621,164
"400","SI.DST.10TH.10","Income share held by highest 10%",414.458333333333,0.369122893428502,24
"564","DT.NFL.IMFN.CD","Net financial flows, IMF nonconcessional (NFL, current US$)",377.52688172043,0.370368655021183,93
"858","TM.VAL.TRAN.ZS.WT","Transport services (% of commercial service imports)",385.405405405405,0.370626735548723,148
"59","MS.MIL.MPRT.KD","Arms imports (constant 1990 US$)",391.04347826087,0.371455751335383,46
"689","IC.CRD.PRVT.ZS","Private credit bureau coverage (% of adults)",395.269230769231,0.373779251922425,91
"874","SL.UEM.TERT.FE.ZS","Unemployment with tertiary education, female (% of female unemployment)",408.178571428571,0.374199920267887,56
"120","DT.NFL.PCBO.CD","Commercial banks and other lending (PPG + PNG) (NFL, current US$)",373.854545454545,0.37444395540339,110
"30","AG.LND.IRIG.AG.ZS","Agricultural irrigated land (% of total agricultural land)",407.232558139535,0.374768023366216,43
"532","DC.DAC.DNKL.CD","Net bilateral aid flows from DAC donors, Denmark (current US$)",377.959183673469,0.374970418685611,49
"503","TM.VAL.MRCH.R4.ZS","Merchandise imports from developing economies in Middle East & North Africa (% of total merchandise imports)",366.644171779141,0.375146665233359,163
"581","DT.ODA.ODAT.XP.ZS","Net ODA received (% of central government expense)",369.363636363636,0.376006350463462,66
"624","GC.TAX.OTHR.RV.ZS","Other taxes (% of revenue)",383.89010989011,0.376577909334044,91
"212","SE.XPD.TERT.PC.ZS","Expenditure per student, tertiary (% of GDP per capita)",403.742857142857,0.377262307972489,35
"76","FM.LBL.BMNY.ZG","Broad money growth (annual %)",370.625850340136,0.378690298313251,147
"835","IC.EXP.DURS","Time to export (days)",383.792592592593,0.380017150011525,135
"407","NV.IND.TOTL.KD.ZG","Industry, value added (annual % growth)",383.621118012422,0.381662235378697,161
"129","TM.VAL.OTHR.ZS.WT","Computer, communications and other services (% of commercial service imports)",386.806666666667,0.383147914261619,150
"89","BN.RES.INCL.CD","Changes in net reserves (BoP, current US$)",389.064935064935,0.384290607194707,154
"117","NY.GDP.COAL.RT.ZS","Coal rents (% of GDP)",411.927536231884,0.384294403303483,69
"678","SE.PRM.CMPT.FE.ZS","Primary completion rate, female (% of relevant age group)",387.619047619048,0.386070445565961,21
"69","SH.STA.BRTC.ZS","Births attended by skilled health staff (% of total)",402.75,0.388887126426903,8
"693","SE.SEC.PROG.ZS","Progression to secondary school (%)",382.722222222222,0.390507211384253,18
"559","BN.KAC.EOMS.CD","Net errors and omissions, adjusted (BoP, current US$)",394.441558441558,0.390542442828952,154
"463","IS.SHP.GCNW.XQ","Liner shipping connectivity index (maximum value in 2004 = 100)",386.015625,0.391545976231048,128
"70","FB.CBK.BRWR.P3","Borrowers from commercial banks (per 1,000 adults)",382.592592592593,0.393238034452196,81
"601","DT.NFL.UNTA.CD","Net official flows from UN agencies, UNTA (current US$)",388.079136690647,0.393300481617706,139
"365","NE.CON.PETC.KD.ZG","Household final consumption expenditure, etc. (annual % growth)",394.241379310345,0.393591111830915,145
"64","VC.BTL.DETH","Battle-related deaths (number of people)",375.272727272727,0.393906967679614,11
"529","DC.DAC.AUTL.CD","Net bilateral aid flows from DAC donors, Austria (current US$)",400.306930693069,0.394710000732327,101
"596","DT.NFL.UNFP.CD","Net official flows from UN agencies, UNFPA (current US$)",383.929824561404,0.395058046085184,114
"576","GC.FIN.FRGN.GD.ZS","Net incurrence of liabilities, foreign (% of GDP)",414.986111111111,0.396017002982991,72
"836","IC.IMP.DURS","Time to import (days)",395.532608695652,0.396909359376885,138
"704","IQ.WEF.PORT.XQ","Quality of port infrastructure, WEF (1=extremely underdeveloped to 7=well developed and efficient by international standards)",402.162790697674,0.397677605919428,129
"399","SI.DST.04TH.20","Income share held by fourth 20%",423.25,0.397691064403868,24
"173","NY.GDP.DISC.CN","Discrepancy in expenditure estimate of GDP (current LCU)",383.6125,0.398057849503991,160
"146","IQ.CPA.GNDR.XQ","CPIA gender equality rating (1=low to 6=high)",384.476744186047,0.399055331392837,43
"417","BM.GSR.INSF.ZS","Insurance and financial services (% of service imports, BoP)",396.162162162162,0.399748958493142,148
"383","NE.IMP.GNFS.KD.ZG","Imports of goods and services (annual % growth)",402.532467532468,0.400428167993775,154
"664","SI.POV.RUHC","Poverty headcount ratio at rural poverty line (% of rural population)",418.333333333333,0.401741604360714,12
"405","SI.DST.03RD.20","Income share held by third 20%",434.833333333333,0.401887169088335,24
"154","IQ.CPA.PROT.XQ","CPIA social protection rating (1=low to 6=high)",375.593023255814,0.402133006686294,43
"530","DC.DAC.BELL.CD","Net bilateral aid flows from DAC donors, Belgium (current US$)",389.534246575342,0.402213777399546,73
"575","GC.FIN.DOMS.CN","Net incurrence of liabilities, domestic (current LCU)",424.684931506849,0.402518120340651,73
"886","SN.ITK.VITA.ZS","Vitamin A supplementation coverage rate (% of children ages 6-59 months)",404.416666666667,0.403187699654153,24
"535","DC.DAC.FRAL.CD","Net bilateral aid flows from DAC donors, France (current US$)",383.820895522388,0.404861310511411,134
"247","NE.CON.TETC.KD.ZG","Final consumption expenditure, etc. (annual % growth)",392.113333333333,0.40542083245092,150
"285","NE.CON.GOVT.KD.ZG","General government final consumption expenditure (annual % growth)",401.655405405405,0.406022594318905,148
"679","SE.PRM.CMPT.MA.ZS","Primary completion rate, male (% of relevant age group)",382.761904761905,0.406536968471589,21
"219","NE.EXP.GNFS.KD.ZG","Exports of goods and services (annual % growth)",401.87012987013,0.407140153545702,154
"415","TM.VAL.INSF.ZS.WT","Insurance and financial services (% of commercial service imports)",398.864864864865,0.408269765704634,148
"153","IQ.CPA.PADM.XQ","CPIA quality of public administration rating (1=low to 6=high)",372.846153846154,0.408317201379834,39
"653","BX.PEF.TOTL.CD.WD","Portfolio equity, net inflows (BoP, current US$)",426.170454545455,0.408610500302626,88
"658","SI.POV.NAGP","Poverty gap at national poverty line (%)",430.2,0.410102274428831,15
"761","SE.SEC.ENRL.VO.FE.ZS","Secondary education, vocational pupils (% female)",412.685714285714,0.410233063227736,35
"404","SI.DST.02ND.20","Income share held by second 20%",428.041666666667,0.411118080633922,24
"854","SE.PRM.TCAQ.ZS","Trained teachers in primary education (% of total teachers)",405.809523809524,0.411201813715828,21
"95","FM.AST.CGOV.ZG.M3","Claims on central government (annual growth as % of broad money)",387.551020408163,0.411539422023244,147
"574","GC.FIN.DOMS.GD.ZS","Net incurrence of liabilities, domestic (% of GDP)",428.438356164384,0.412494474167867,73
"241","AG.CON.FERT.ZS","Fertilizer consumption (kilograms per hectare of arable land)",402.06,0.413392959529135,150
"812","GC.TAX.EXPT.ZS","Taxes on exports (% of tax revenue)",398.48,0.413636073921846,25
"124","BM.GSR.CMCP.ZS","Communications, computer, etc. (% of service imports, BoP)",392.114093959732,0.414127593351902,149
"403","SI.DST.FRST.20","Income share held by lowest 20%",433.875,0.414527681648338,24
"714","FR.INR.RINR","Real interest rate (%)",382.323529411765,0.415505193469517,136
"553","BN.TRF.KOGT.CD","Net capital account (BoP, current US$)",393.425925925926,0.416364216274326,108
"475","NV.IND.MANF.KD.ZG","Manufacturing, value added (annual % growth)",402.477419354839,0.416540468000196,155
"680","SE.PRM.CMPT.ZS","Primary completion rate, total (% of relevant age group)",411.555555555556,0.418653629812391,18
"865","SH.TBS.DTEC.ZS","Tuberculosis case detection rate (%, all forms)",395.845528455285,0.41899490850955,123
"238","SG.GEN.LSOM.ZS","Female legistlators, senior officials and managers (% of total)",423.423728813559,0.419281418652007,59
"437","IE.PPI.ENGY.CD","Investment in energy with private participation (current US$)",463.888888888889,0.41998433482771,9
"322","NE.GDI.FTOT.KD.ZG","Gross fixed capital formation (annual % growth)",403.15306122449,0.424968442290079,147
"138","IQ.CPA.HRES.XQ","CPIA building human resources rating (1=low to 6=high)",381.933962264151,0.425261992078146,53
"730","CM.MKT.INDX.ZG","S&P Global Equity Indices (annual % change)",445.901408450704,0.427546623730363,71
"695","SE.SEC.PROG.MA.ZS","Progression to secondary school, male (%)",386.684210526316,0.427992701409238,19
"660","SI.POV.URGP","Poverty gap at urban poverty line (%)",442.916666666667,0.428144477666336,12
"694","SE.SEC.PROG.FE.ZS","Progression to secondary school, female (%)",407.263157894737,0.428198915860309,19
"312","NE.GDI.TOTL.KD.ZG","Gross capital formation (annual % growth)",408.356666666667,0.430962701012059,150
"150","IQ.CPA.PROP.XQ","CPIA property rights and rule-based governance rating (1=low to 6=high)",366.470588235294,0.432639466629961,34
"402","SI.DST.FRST.10","Income share held by lowest 10%",438.041666666667,0.433056856484676,24
"577","GC.FIN.FRGN.CN","Net incurrence of liabilities, foreign (current LCU)",428.833333333333,0.433783831593647,72
"66","TM.TAX.MANF.BC.ZS","Binding coverage, manufactured products (%)",394.8,0.435144028866773,10
"586","DT.ODA.OATL.KD","Net official aid received (constant 2009 US$)",417.809523809524,0.443004981645873,21
"587","DT.ODA.OATL.CD","Net official aid received (current US$)",422.285714285714,0.446959497613563,21
"579","SE.PRM.NINT.FE.ZS","Net intake rate in grade 1, female (% of official school-age population)",425.333333333333,0.449760272756442,18
"780","TM.TAX.MANF.SR.ZS","Share of tariff lines with specific rates, manufactured products (%)",459.407407407407,0.451288549782635,27
"813","GC.TAX.EXPT.CN","Taxes on exports (current LCU)",404.28,0.452459803298894,25
"687","BN.KLT.PRVT.GD.ZS","Private capital flows, total (% of GDP)",400.027777777778,0.459534988160966,36
"701","SE.XPD.TOTL.GB.ZS","Public spending on education, total (% of government expenditure)",428.02380952381,0.460074142920677,42
"164","IT.PRT.NEWS.P3","Daily newspapers (per 1,000 people)",467.421052631579,0.460424567659719,38
"356","SH.MED.BEDS.ZS","Hospital beds (per 1,000 people)",448,0.461794846556552,1
"423","VC.IDP.TOTL.HE","Internally displaced persons (number, high estimate)",449,0.466206561774168,11
"65","TM.TAX.MRCH.BC.ZS","Binding coverage, all products (%)",459.460526315789,0.466374189081182,38
"67","TM.TAX.TCOM.BC.ZS","Binding coverage, primary products (%)",465.094594594595,0.466440879878592,37
"592","DT.NFL.IAEA.CD","Net official flows from UN agencies, IAEA (current US$)",428.858695652174,0.468167214007717,92
"43","NV.AGR.TOTL.KD.ZG","Agriculture, value added (annual % growth)",420.641975308642,0.475750903606235,162
"580","SE.PRM.NINT.MA.ZS","Net intake rate in grade 1, male (% of official school-age population)",440.5,0.478443524356936,18
"424","VC.IDP.TOTL.LE","Internally displaced persons (number, low estimate)",485.5,0.490572169768294,2
"688","BN.KLT.PRVT.CD","Private capital flows, total (BoP, current US$)",409.567567567568,0.49078011160683,37
"599","DT.NFL.UNPB.CD","Net official flows from UN agencies, UNPBF (current US$)",379.222222222222,0.497661273507867,9
"594","DT.NFL.UNAI.CD","Net official flows from UN agencies, UNAIDS (current US$)",429.7125,0.501498693144863,80
"578","SE.PRM.NINT.ZS","Net intake rate in grade 1 (% of official school-age population)",444.888888888889,0.504853323768148,18
"797","TM.TAX.MRCH.SM.AR.ZS","Tariff rate, applied, simple mean, all products (%)",483.441176470588,0.527092315915728,34
"637","SE.PRM.PRS5.ZS","Persistence to grade 5, total (% of cohort)",440.178571428571,0.530710657040045,14
"639","SE.PRM.PRSL.MA.ZS","Persistence to last grade of primary, male (% of cohort)",476.714285714286,0.531013154708814,14
"803","TM.TAX.MRCH.SM.FN.ZS","Tariff rate, most favored nation, simple mean, all products (%)",493.235294117647,0.537736443988422,34
"855","SE.PRM.TCAQ.FE.ZS","Trained teachers in primary education, female (% of female teachers)",425.545454545455,0.538170766610928,11
"635","SE.PRM.PRS5.FE.ZS","Persistence to grade 5, female (% of cohort)",486.5,0.567219475228869,12
"659","SI.POV.RUGP","Poverty gap at rural poverty line (%)",512.166666666667,0.578557875580715,12
"636","SE.PRM.PRS5.MA.ZS","Persistence to grade 5, male (% of cohort)",477.333333333333,0.591022087427897,12
"638","SE.PRM.PRSL.FE.ZS","Persistence to last grade of primary, female (% of cohort)",507.642857142857,0.603626048591409,14
"640","SE.PRM.PRSL.ZS","Persistence to last grade of primary, total (% of cohort)",529.954545454545,0.682565028307671,11
"483","SH.STA.MMRT.NE","Maternal mortality ratio (national estimate, per 100,000 live births)",546,0.706311662824852,1
